model,sample,MAE,RMSE,R2,MAPE_pct
ridge,train,1.110265834772571,1.4670367388181544,0.4393155352105239,102.92140983989016
ridge,OOF_train,1.3629851742452714,1.852617261395897,0.1715478486002897,150.82483606121858
ridge,test,0.9990539293069048,1.2129370062618048,0.10180552625336448,92.13307571911652
