model,sample,MAE,RMSE,R2,MAPE_pct
catboost,train,0.6296072223853515,0.7748570174864923,0.8435845371109534,61.31590001890142
catboost,OOF_train,1.1896969542146512,1.6582667620693827,0.336249578978446,115.6536922813913
catboost,test,1.2203524553282743,1.4204251430938393,-0.23177273888071737,102.24474403227572
