model,sample,MAE,RMSE,R2,MAPE_pct
dumb_model,train,2.7958215980781804,3.2278685523420525,-1.714364861647117,100.0
dumb_model,OOF_train,2.7663884838488486,3.2122740517717943,-1.490698715872092,100.0
dumb_model,test,2.4030087662104536,2.6878333888688717,-3.4106091583725044,100.0
