model,sample,MAE,RMSE,R2,MAPE_pct
catboost,train,0.27937217487646543,0.3385645058888102,0.967213951388234,27.588671247609405
catboost,OOF_train,1.156609439059919,1.56264670364955,0.3595500450028387,124.48440988905212
catboost,test,3.55161830408985,8.469298399050823,0.14279570512398987,94.01935991655067
