iter	RMSE
239	0.6941711977
240	0.6925666269
241	0.6903935296
242	0.6889456835
243	0.6876869758
244	0.6849971154
245	0.6825526742
246	0.680576793
247	0.6794276726
248	0.6769053967
249	0.6748088944
250	0.6727272078
251	0.6704918419
252	0.669219634
253	0.6670657571
254	0.6656216846
255	0.6643945049
256	0.6630432975
257	0.6618839723
258	0.6597581212
259	0.6578342434
260	0.6554776981
261	0.6543367026
262	0.6524090996
263	0.6507360753
264	0.6496240802
265	0.6480217284
266	0.6465753655
267	0.6440897029
268	0.6425815825
269	0.6408847089
270	0.639533045
271	0.6379320035
272	0.6358645515
273	0.6331482802
274	0.6314148383
275	0.6303736148
276	0.6290747714
277	0.6270282769
278	0.6246879909
279	0.6228711089
280	0.621236141
281	0.6200436816
282	0.6178992113
283	0.6158692968
284	0.6139121137
285	0.612149034
286	0.6099003934
287	0.6081479801
288	0.606938684
289	0.605773518
290	0.6038891222
291	0.601401686
292	0.5991130889
293	0.5980900906
294	0.5969061053
295	0.595527391
296	0.5942591987
297	0.5921193894
298	0.589750166
299	0.5881906824
300	0.5861255808
301	0.5848221671
302	0.5826865018
303	0.5815105767
304	0.5795451199
305	0.5768869398
306	0.5754121896
307	0.5738073724
308	0.5724982974
309	0.5706472155
310	0.5685304147
311	0.5667367359
312	0.5646766728
313	0.5630155101
314	0.5614782697
315	0.5596838904
316	0.5584579892
317	0.5573068603
318	0.5553999643
319	0.5540865754
320	0.5523734374
321	0.5505881265
322	0.5486412672
323	0.5477347476
324	0.5465127602
325	0.5455861754
326	0.5443047176
327	0.5425538668
328	0.5410771418
329	0.5397338451
330	0.5376457044
331	0.535755907
332	0.5345517605
333	0.5329431888
334	0.5313013857
335	0.5291155626
336	0.5275597063
337	0.525691872
338	0.5239575034
339	0.5226965186
340	0.5215664838
341	0.5200320465
342	0.5177255413
343	0.5168116629
344	0.513885475
345	0.5122695572
346	0.5106596709
347	0.5095867582
348	0.5067831551
349	0.504996618
350	0.5035583807
351	0.5021050742
352	0.5009132703
353	0.4995238695
354	0.4980680887
355	0.4970385224
356	0.4956841406
357	0.4942917708
358	0.492988
359	0.4920058127
360	0.4907327188
361	0.4891541503
362	0.4876428462
363	0.486729239
364	0.4855204295
365	0.4840244365
366	0.4829321948
367	0.4816562816
368	0.480227581
369	0.4783475318
370	0.4765359713
371	0.4753941456
372	0.473547931
373	0.4724726501
374	0.4707132646
375	0.4695627244
376	0.4671609871
377	0.4660182926
378	0.4649186507
379	0.4632299356
380	0.4623280077
381	0.4611696931
382	0.4600132056
383	0.4589005395
384	0.4578789913
385	0.4567716852
386	0.4554136677
387	0.4537590242
388	0.4524372508
389	0.4508801243
390	0.4497953076
391	0.447684861
392	0.4461067497
393	0.4438864411
394	0.4417507887
395	0.4396903238
396	0.4387242491
397	0.4372853888
398	0.43649084
399	0.4356726797
400	0.4344133544
401	0.4325727233
402	0.4312109714
403	0.4302193843
404	0.4288770727
405	0.4267029068
406	0.4255223605
407	0.4242241469
408	0.4229632409
409	0.4220216634
410	0.4211136809
411	0.4197437998
412	0.418914919
413	0.4171639726
414	0.4159380329
415	0.4148186381
416	0.4134844127
417	0.412439531
418	0.4117014581
419	0.4102891454
420	0.4092880963
421	0.4081218365
422	0.407198863
423	0.4065056347
424	0.4054453118
425	0.4044162185
426	0.4035653127
427	0.402799584
428	0.4009182373
429	0.3990863126
430	0.3980869911
431	0.3968476609
432	0.3952431933
433	0.3938450276
434	0.392536182
435	0.3915892604
436	0.3898890108
437	0.3888053478
438	0.3877424492
439	0.3865065173
440	0.3854812564
441	0.3843458012
442	0.3821127045
443	0.3803595076
444	0.3786956181
445	0.3779538455
446	0.3766585738
447	0.375661125
448	0.3750315658
449	0.3739531423
450	0.3729978857
451	0.3714906986
452	0.3700366509
453	0.3691375053
454	0.3676966758
455	0.3663602293
456	0.3649532793
457	0.3643567141
458	0.3635183872
459	0.3626006539
460	0.3612077871
461	0.3606395034
462	0.3595241559
463	0.3584489843
464	0.3574157203
465	0.3566062817
466	0.355160549
467	0.3544115507
468	0.3523566032
469	0.3518003268
470	0.3510475239
471	0.3499936413
472	0.3489590678
473	0.3481806446
474	0.3468277887
475	0.3454973368
476	0.3447926573
477	0.3434293456
478	0.3428968975
479	0.3421824058
480	0.340905619
481	0.3400459456
482	0.3395335049
483	0.3385341769
484	0.3374936229
485	0.336222119
486	0.335283907
487	0.3343078182
488	0.3330375968
489	0.3318186772
490	0.3311301648
491	0.3301442334
492	0.3290013662
493	0.3281560427
494	0.3272173052
495	0.3262688605
496	0.3256129969
497	0.3237968224
498	0.3233118465
499	0.3223721061
500	0.3206185328
501	0.3197092616
502	0.3184922113
503	0.3176340495
504	0.316871746
505	0.3151977358
506	0.3140616847
507	0.313402229
508	0.3122586825
509	0.3111018352
510	0.3102793581
511	0.3094408019
512	0.3078467944
513	0.307156669
514	0.3060704872
515	0.3045213573
516	0.3040664091
517	0.3032430522
518	0.3020020611
519	0.3012117137
520	0.2996527899
521	0.2992115219
522	0.2980336453
523	0.2968830978
524	0.2960799984
525	0.295558586
526	0.2944854352
527	0.2938796207
528	0.2931512695
529	0.2921213922
530	0.29137473
531	0.2906001511
532	0.2898986596
533	0.2889101931
534	0.2874329389
535	0.2870091323
536	0.2859254665
537	0.2851509131
538	0.2845667302
539	0.2839953973
540	0.2830562223
541	0.2824575119
542	0.2817766935
543	0.2808689534
544	0.2801271168
545	0.2794801017
546	0.2789253766
547	0.2785101938
548	0.2777617653
549	0.2763593863
550	0.275585996
